-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,-29.15015253
-70.89051882,49.10203298
0.5747647212,49.1020332
0.5747647217,49.1020332
0.5747647217,49.1020332
0.5747647217,49.1020332
0.5747647217,49.1020332
0.5747647217,49.1020332
0.5747647217,49.1020332
0.5747647217,49.1020332
