-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
-157.9241587,21.32759977,0,0.75
